"primary_key","sports"
78161,"club106"
78172,"club115"
78173,"club110"
78179,"club102"
78182,"club102"
78184,"club102"
78187,"club102"
78189,"club102"
78190,"club102"
78191,"club102"
78197,"club133"
78215,"club105"
78217,"club107"
78220,"club105"
78221,"club103"
78225,"club105"
78228,"club107"
78254,"club108"
78276,"club420"
78295,"club109"
78300,"club135"
78311,"club107"
78314,"club124"
78318,"club124"
78319,"club101"
78322,"club113"
78324,"club124"
78326,"club108"
78328,"club107"
78329,"club113"
78330,"club105"
78331,"club113"
78333,"club107"
78334,"club105"
78339,"club105"
78340,"club113"
78352,"club132"
78362,"club111"
78366,"club134"
78386,"club102"
78389,"club102"
78393,"club102"
78396,"club110"
78397,"club108"
78398,"club102"
78403,"club101"
78410,"club102"
78418,"club123"
78431,"club109"
78432,"club106"
78433,"club106"
78434,"club105"
78445,"club102"
78453,"club102"
78461,"club133"
78472,"club128"
78483,"club115"
78500,"club245"
78501,"club102"
78512,"club122"
78516,"club106"
78520,"club106"
78523,"club122"
78531,"club604"
78575,"club407"
78581,"club105"
78582,"club108"
78584,"club107"
78588,"club107"
78589,"club107"
78590,"club256"
78592,"club111"
78593,"club604"
78596,"club101"
78598,"club105"
78600,"club101"
78608,"club119"
78617,"club111"
78621,"club101"
78624,"club103"
78625,"club103"
78627,"club101"
78629,"club108"
78631,"club101"
78632,"club103"
78637,"club125"
78641,"club102"
78642,"club108"
78644,"club101"
78645,"club103"
78647,"club102"
78648,"club101"
78652,"club101"
78654,"club102"
78655,"club101"
78658,"club114"
78661,"club205"
78680,"club103"
78685,"club103"
78686,"club107"
78690,"club106"
78691,"club107"
78695,"club107"
78698,"club114"
78699,"club107"
78700,"club107"
78701,"club106"
78702,"club103"
78703,"club114"
78704,"club106"
78705,"club107"
78707,"club103"
78709,"club131"
78710,"club107"
78712,"club131"
78715,"club106"
78716,"club114"
78717,"club131"
78718,"club103"
78720,"club110"
78721,"club131"
78727,"club129"
78732,"club106"
78733,"club106"
78738,"club114"
78739,"club102"
78740,"club102"
78741,"club119"
78742,"club115"
78743,"club114"
78745,"club107"
78749,"club119"
78751,"club102"
78755,"club410"
78759,"club106"
78763,"club114"
78764,"club114"
78765,"club114"
78766,"club119"
78768,"club112"
78769,"club114"
78771,"club106"
78774,"club114"
78776,"club102"
78777,"club107"
78779,"club112"
78780,"club114"
78781,"club114"
78795,"club109"
78798,"club108"
78799,"club107"
78800,"club604"
78801,"club108"
78802,"club119"
78807,"club118"
78808,"club111"
78811,"club118"
78812,"club118"
78813,"club106"
78822,"club107"
78824,"club106"
78826,"club106"
78829,"club106"
78833,"club103"
78835,"club106"
78836,"club102"
78838,"club107"
78841,"club107"
78842,"club103"
78843,"club106"
78850,"club103"
78857,"club121"
78864,"club221"
78865,"club401"
78881,"club110"
78889,"club111"
78899,"club105"
78900,"club106"
78903,"club102"
78904,"club102"
78905,"club102"
78906,"club106"
78907,"club102"
78909,"club105"
78910,"club102"
78914,"club106"
78915,"club106"
78918,"club107"
78920,"club107"
78921,"club105"
78924,"club106"
78927,"club103"
78928,"club102"
78933,"club106"
78935,"club105"
78937,"club105"
78938,"club107"
78939,"club106"
78957,"club132"
78968,"club123"
78971,"club123"
78974,"club202"
78987,"club126"
78988,"club108"
78994,"club107"
78996,"club106"
78997,"club106"
79002,"club106"
79005,"club126"
79012,"club109"
79014,"club410"
79040,"club101"
79052,"club115"
79053,"club107"
79055,"club102"
79056,"club121"
79058,"club102"
79063,"club115"
79064,"club102"
79065,"club121"
79067,"club102"
79069,"club110"
79078,"club115"
79080,"club106"
79081,"club110"
79082,"club107"
79083,"club121"
79086,"club121"
79089,"club110"
79094,"club115"
79095,"club102"
79096,"club102"
79097,"club106"
79098,"club102"
79112,"club115"
79115,"club103"
79116,"club109"
79118,"club109"
79119,"club115"
79120,"club117"
79121,"club117"
79123,"club121"
79124,"club103"
79128,"club108"
79131,"club103"
79132,"club102"
79133,"club103"
79135,"club109"
79137,"club129"
79141,"club103"
79142,"club102"
79145,"club109"
79146,"club103"
79147,"club102"
79149,"club108"
79150,"club106"
79151,"club109"
79155,"club121"
79156,"club121"
79164,"club125"
79174,"club117"
79178,"club109"
79180,"club113"
79185,"club125"
79198,"club106"
79200,"club102"
79205,"club101"
79212,"club102"
79213,"club101"
79215,"club106"
79220,"club403"
79222,"club115"
79247,"club135"
79250,"club107"
79255,"club107"
79260,"club132"
79269,"club107"
79270,"club119"
79272,"club117"
79274,"club133"
79276,"club133"
79277,"club105"
79279,"club133"
79281,"club117"
79289,"club103"
79296,"club106"
79300,"club119"
79301,"club113"
79302,"club113"
79305,"club112"
79307,"club119"
79311,"club110"
79316,"club110"
79317,"club113"
79318,"club119"
79321,"club119"
79329,"club113"
79334,"club110"
79335,"club113"
79338,"club113"
79339,"club102"
79342,"club107"
79345,"club101"
79347,"club101"
79348,"club101"
79349,"club110"
79350,"club110"
79351,"club113"
79353,"club107"
79354,"club113"
79355,"club110"
79357,"club110"
79358,"club101"
79363,"club112"
79367,"club107"
79368,"club112"
79372,"club102"
79373,"club119"
79374,"club106"
79377,"club106"
79378,"club106"
79379,"club119"
79382,"club102"
79383,"club102"
79390,"club112"
79402,"club111"
79408,"club106"
79412,"club111"
79414,"club109"
79415,"club111"
79416,"club101"
79417,"club101"
79418,"club103"
79421,"club117"
79432,"club125"
79433,"club132"
79444,"club107"
79449,"club109"
79451,"club107"
79456,"club106"
79457,"club102"
79458,"club107"
79460,"club106"
79466,"club106"
79467,"club107"
79468,"club105"
79471,"club107"
79473,"club107"
79474,"club106"
79475,"club110"
79478,"club106"
79479,"club132"
79489,"club123"
79538,"club111"
79541,"club102"
79544,"club111"
79546,"club103"
79547,"club102"
79554,"club111"
79561,"club107"
79564,"club113"
79565,"club113"
79566,"club103"
79572,"club105"
79575,"club107"
79576,"club114"
79577,"club107"
79580,"club113"
79582,"club103"
79584,"club107"
79585,"club114"
79588,"club105"
79590,"club113"
79595,"club103"
79606,"club119"
79607,"club124"
79608,"club105"
79610,"club106"
79612,"club124"
79614,"club124"
79617,"club102"
79619,"club102"
79620,"club110"
79622,"club106"
79624,"club124"
79630,"club102"
79635,"club119"
79641,"club106"
79642,"club106"
79643,"club124"
79648,"club102"
79652,"club110"
79655,"club102"
79657,"club102"
79659,"club102"
79662,"club102"
79667,"club102"
79671,"club132"
79676,"club123"
79683,"club604"
79692,"club413"
79693,"club123"
79706,"club103"
79708,"club261"
79716,"club101"
79717,"club106"
79721,"club110"
79723,"club101"
79725,"club110"
79728,"club110"
79730,"club101"
79732,"club101"
79733,"club110"
79738,"club110"
79741,"club128"
79745,"club109"
79758,"club106"
79760,"club105"
79762,"club106"
79764,"club106"
79765,"club102"
79767,"club106"
79771,"club114"
79773,"club105"
79774,"club101"
79775,"club106"
79777,"club106"
79779,"club114"
79783,"club105"
79785,"club122"
79787,"club102"
79788,"club105"
79789,"club106"
79790,"club123"
79791,"club105"
79793,"club102"
79794,"club101"
79795,"club106"
79796,"club102"
79801,"club106"
79803,"club106"
79804,"club102"
79807,"club109"
79808,"club109"
79810,"club121"
79811,"club107"
79812,"club106"
79813,"club107"
79819,"club106"
79822,"club121"
79823,"club107"
79824,"club103"
79828,"club106"
79832,"club105"
79833,"club106"
79834,"club107"
79836,"club107"
79837,"club106"
79838,"club107"
79839,"club107"
79840,"club109"
79841,"club106"
79842,"club107"
79843,"club106"
79844,"club121"
79845,"club106"
79851,"club109"
79853,"club103"
79855,"club103"
79856,"club103"
79859,"club106"
79860,"club106"
79861,"club106"
79862,"club106"
79863,"club107"
79864,"club604"
79865,"club106"
79869,"club106"
79870,"club103"
79872,"club106"
79883,"club128"
79892,"club103"
79894,"club106"
79900,"club106"
79902,"club109"
79903,"club110"
79908,"club106"
79909,"club110"
79910,"club103"
79911,"club110"
79912,"club604"
79914,"club107"
79915,"club109"
79917,"club106"
79920,"club113"
79921,"club128"
79923,"club110"
79924,"club110"
79925,"club106"
79926,"club109"
79928,"club110"
79929,"club110"
79931,"club113"
79932,"club103"
79934,"club103"
79936,"club106"
79937,"club107"
79938,"club110"
79955,"club218"
79964,"club410"
79966,"club107"
79969,"club107"
79970,"club107"
79974,"club107"
79976,"club113"
79980,"club102"
79983,"club113"
79989,"club107"
79990,"club102"
79991,"club107"
79992,"club107"
79993,"club101"
79995,"club102"
79996,"club402"
80004,"club114"
80007,"club106"
80008,"club106"
80009,"club106"
80010,"club106"
80011,"club106"
80012,"club101"
80013,"club112"
80016,"club105"
80019,"club114"
80022,"club106"
80023,"club114"
80024,"club106"
80027,"club106"
80030,"club106"
80031,"club102"
80033,"club102"
80034,"club106"
80035,"club105"
80039,"club105"
80041,"club112"
80044,"club106"
80047,"club106"
80049,"club106"
80053,"club105"
80057,"club112"
80060,"club105"
80061,"club114"
80063,"club106"
80065,"club106"
80066,"club106"
80070,"club101"
80071,"club105"
80073,"club101"
80074,"club105"
80081,"club403"
80093,"club132"
80102,"club105"
80104,"club102"
80105,"club131"
80109,"club106"
80112,"club113"
80113,"club131"
80118,"club102"
80119,"club101"
80121,"club102"
80123,"club102"
80124,"club131"
80125,"club107"
80126,"club126"
80131,"club107"
80134,"club101"
80136,"club105"
80139,"club126"
80141,"club126"
80144,"club107"
80145,"club107"
80146,"club131"
80149,"club102"
80153,"club102"
80154,"club102"
80158,"club131"
80159,"club102"
80160,"club102"
80165,"club126"
80167,"club107"
80168,"club107"
80176,"club407"
80177,"club101"
80186,"club101"
80187,"club123"
80200,"club109"
80203,"club108"
80209,"club114"
80214,"club105"
80219,"club128"
80222,"club114"
80223,"club109"
80231,"club108"
80233,"club110"
80236,"club128"
80239,"club103"
80242,"club109"
80243,"club109"
80246,"club109"
80249,"club109"
80252,"club125"
80255,"club103"
80259,"club132"
80262,"club101"
80264,"club108"
80266,"club128"
80270,"club264"
80271,"club105"
80280,"club123"
80281,"club258"
80283,"club128"
80285,"club108"
80288,"club107"
80290,"club105"
80291,"club113"
80294,"club108"
80295,"club107"
80298,"club113"
80299,"club108"
80302,"club102"
80303,"club106"
80305,"club106"
80306,"club106"
80310,"club106"
80311,"club108"
80322,"club110"
80326,"club106"
80327,"club105"
80329,"club106"
80343,"club111"
80345,"club111"
80351,"club111"
80367,"club106"
80368,"club112"
80374,"club115"
80376,"club103"
80379,"club115"
80382,"club101"
80384,"club115"
80386,"club138"
80387,"club121"
80389,"club209"
80390,"club138"
80392,"club103"
80394,"club107"
80396,"club107"
80398,"club115"
80399,"club107"
80400,"club105"
80402,"club105"
80403,"club101"
80404,"club103"
80405,"club112"
80406,"club209"
80407,"club138"
80410,"club107"
80413,"club209"
80414,"club105"
80415,"club112"
80416,"club138"
80418,"club209"
80419,"club105"
80421,"club138"
80422,"club105"
80423,"club138"
80425,"club209"
80428,"club103"
80429,"club109"
80432,"club107"
80433,"club209"
80436,"club115"
80439,"club115"
80440,"club109"
80442,"club109"
80443,"club105"
80444,"club105"
80448,"club115"
80454,"club209"
80455,"club138"
80456,"club115"
80458,"club101"
80459,"club107"
80460,"club109"
80462,"club101"
80464,"club109"
80465,"club138"
80466,"club107"
80467,"club103"
80468,"club103"
80469,"club138"
80475,"club209"
80476,"club106"
80479,"club209"
80484,"club138"
80485,"club115"
80489,"club101"
80490,"club103"
80493,"club109"
80498,"club138"
80500,"club138"
80502,"club604"
80503,"club110"
80519,"club101"
80520,"club101"
80521,"club101"
80523,"club110"
80525,"club110"
80530,"club110"
80541,"club107"
80543,"club417"
80544,"club102"
80547,"club417"
80550,"club101"
80563,"club108"
80564,"club115"
80566,"club107"
80570,"club107"
80571,"club107"
80574,"club123"
80579,"club138"
80583,"club114"
80584,"club107"
80587,"club138"
80590,"club102"
80599,"club105"
80600,"club105"
80601,"club113"
80603,"club133"
80605,"club105"
80606,"club105"
80607,"club129"
80608,"club113"
80610,"club107"
80640,"club111"
80654,"club245"
80655,"club245"
80660,"club111"
80675,"club106"
80679,"club106"
80683,"club106"
80684,"club109"
80685,"club107"
80688,"club107"
80690,"club111"
80692,"club109"
80693,"club109"
80696,"club242"
80697,"club105"
80701,"club402"
80702,"club106"
80704,"club109"
80705,"club106"
80708,"club111"
80709,"club105"
80712,"club211"
80714,"club107"
80715,"club106"
80716,"club211"
80718,"club105"
80725,"club245"
80726,"club245"
80727,"club245"
80741,"club123"
80745,"club128"
80755,"club111"
80757,"club105"
80760,"club105"
80766,"club233"
80771,"club119"
80772,"club402"
80791,"club135"
80804,"club206"
80842,"club123"
80847,"club402"
80853,"club111"
80872,"club111"
80876,"club111"
80883,"club111"
80891,"club119"
80899,"club111"
80904,"club111"
80932,"club121"
80934,"club111"
80942,"club114"
80944,"club107"
80945,"club103"
80947,"club114"
80948,"club121"
80949,"club110"
80953,"club103"
80954,"club121"
80958,"club118"
80959,"club107"
80960,"club107"
80961,"club110"
80962,"club107"
80963,"club108"
80964,"club103"
80965,"club205"
80968,"club121"
80969,"club114"
80970,"club110"
80971,"club110"
80974,"club205"
80975,"club103"
80976,"club103"
80978,"club111"
80979,"club110"
80980,"club107"
80981,"club107"
80985,"club114"
80986,"club108"
80994,"club118"
81001,"club118"
81002,"club205"
81003,"club107"
81004,"club114"
81005,"club110"
81006,"club110"
81007,"club205"
81008,"club118"
81009,"club103"
81015,"club121"
81020,"club107"
81022,"club121"
81024,"club111"
81026,"club118"
81028,"club205"
81029,"club205"
81031,"club114"
81040,"club132"
81041,"club212"
81051,"club604"
81053,"club111"
81056,"club605"
81093,"club111"
81094,"club115"
81095,"club109"
81105,"club604"
81122,"club101"
81127,"club402"
81143,"club111"
81144,"club252"
81161,"club115"
81190,"club115"
81191,"club132"
81194,"club111"
81196,"club115"
81197,"club111"
81202,"club132"
81205,"club604"
81215,"club132"
81220,"club117"
81225,"club111"
81228,"club402"
81230,"club111"
81233,"club113"
81234,"club103"
81238,"club115"
81239,"club105"
81241,"club109"
81242,"club109"
81243,"club105"
81244,"club106"
81246,"club113"
81250,"club113"
81252,"club113"
81254,"club113"
81257,"club102"
81258,"club109"
81259,"club106"
81260,"club103"
81261,"club109"
81266,"club111"
81269,"club109"
81276,"club111"
81277,"club242"
81287,"club123"
81298,"club103"
81302,"club108"
81313,"club103"
81314,"club112"
81316,"club211"
81317,"club112"
81321,"club103"
81323,"club112"
81330,"club121"
81331,"club102"
81335,"club112"
81336,"club102"
81337,"club121"
81338,"club103"
81339,"club124"
81340,"club102"
81344,"club211"
81345,"club112"
81348,"club211"
81351,"club121"
81353,"club211"
81356,"club103"
81357,"club108"
81363,"club112"
81366,"club103"
81369,"club121"
81372,"club211"
81375,"club112"
81380,"club112"
81382,"club107"
81383,"club103"
81384,"club112"
81386,"club103"
81387,"club124"
81389,"club211"
81390,"club112"
81394,"club108"
81395,"club102"
81396,"club106"
81397,"club211"
81400,"club102"
81403,"club102"
81405,"club108"
81406,"club103"
81407,"club102"
81408,"club103"
81409,"club121"
81410,"club103"
81411,"club103"
81413,"club103"
81415,"club108"
81416,"club102"
81419,"club108"
81427,"club112"
81428,"club112"
81429,"club124"
81430,"club102"
81431,"club103"
81432,"club107"
81433,"club121"
81435,"club112"
81437,"club121"
81441,"club211"
81443,"club112"
81445,"club106"
81447,"club124"
81449,"club103"
81452,"club108"
81453,"club103"
81456,"club108"
81458,"club103"
81459,"club121"
81461,"club108"
81463,"club102"
81466,"club103"
81467,"club103"
81469,"club108"
81470,"club103"
81473,"club124"
81476,"club103"
81478,"club211"
81487,"club103"
81490,"club112"
81492,"club211"
81495,"club107"
81497,"club106"
81498,"club108"
81500,"club102"
81501,"club103"
81502,"club103"
81504,"club106"
81506,"club106"
81507,"club108"
81531,"club123"
81542,"club245"
81544,"club111"
81600,"club233"
81639,"club109"
81656,"club111"
81674,"club604"
81676,"club136"
81677,"club413"
81683,"club233"
81696,"club243"
81739,"club109"
81761,"club109"
81774,"club403"
81778,"club117"
81791,"club201"
81821,"club413"
81823,"club107"
81835,"club109"
81865,"club101"
81883,"club109"
81894,"club209"
81905,"club111"
81922,"club604"
81924,"club111"
81926,"club123"
81936,"club109"
81937,"club101"
81950,"club111"
81957,"club123"
81976,"club103"
81992,"club201"
81997,"club111"
82005,"club109"
82014,"club111"
82054,"club111"
82055,"club123"
82069,"club601"
82071,"club403"
82074,"club111"
82082,"club403"
82095,"club114"
82115,"club108"
82117,"club103"
82119,"club108"
82120,"club111"
82124,"club131"
82125,"club105"
82127,"club105"
82128,"club111"
82129,"club108"
82132,"club131"
82133,"club103"
82137,"club110"
82140,"club110"
82141,"club107"
82144,"club107"
82145,"club131"
82147,"club105"
82149,"club103"
82153,"club107"
82158,"club110"
82159,"club110"
82160,"club111"
82162,"club107"
82163,"club110"
82164,"club110"
82165,"club107"
82168,"club111"
82173,"club105"
82176,"club105"
82181,"club109"
82214,"club219"
82243,"club115"
82250,"club106"
82251,"club101"
82252,"club106"
82255,"club106"
82258,"club106"
82259,"club106"
82260,"club110"
82265,"club102"
82268,"club106"
82271,"club102"
82277,"club117"
82278,"club110"
82280,"club101"
82281,"club106"
82288,"club102"
82291,"club101"
82293,"club117"
82297,"club101"
82298,"club107"
82301,"club110"
82302,"club117"
82304,"club102"
82306,"club117"
82308,"club110"
82309,"club106"
82311,"club102"
82312,"club107"
82314,"club101"
82317,"club102"
82327,"club221"
82341,"club245"
82342,"club103"
82345,"club105"
82346,"club105"
82347,"club103"
82349,"club132"
82350,"club101"
82351,"club109"
82358,"club132"
82361,"club109"
82362,"club103"
82363,"club105"
82370,"club101"
82378,"club213"
82381,"club101"
82382,"club604"
82383,"club108"
82386,"club108"
82391,"club213"
82392,"club249"
82429,"club109"
82438,"club108"
82443,"club122"
82445,"club108"
82447,"club108"
82450,"club109"
82483,"club108"
82484,"club604"
82486,"club250"
82487,"club108"
82488,"club132"
82489,"club117"
82491,"club133"
82493,"club413"
82495,"club108"
82512,"club125"
82519,"club221"
82532,"club132"
82533,"club242"
82543,"club242"
82565,"club219"
82572,"club111"
82575,"club125"
82576,"club119"
82596,"club242"
82597,"club115"
82598,"club245"
82616,"club101"
82629,"club402"
82637,"club242"
82653,"club222"
82669,"club212"
82679,"club111"
82683,"club133"
82690,"club242"
82692,"club604"
82704,"club245"
82706,"club221"
82711,"club102"
82714,"club133"
82723,"club108"
82724,"club102"
82725,"club102"
82726,"club105"
82729,"club102"
82731,"club101"
82732,"club102"
82733,"club108"
82734,"club101"
82736,"club101"
82738,"club105"
82757,"club221"
82761,"club218"
82767,"club102"
82778,"club604"
82794,"club114"
82801,"club604"
82813,"club242"
82815,"club242"
82850,"club111"
82853,"club103"
82854,"club111"
82856,"club103"
82861,"club105"
82862,"club103"
82865,"club111"
82866,"club111"
82868,"club103"
82869,"club109"
82870,"club105"
82873,"club105"
82874,"club105"
82880,"club242"
82891,"club136"
82892,"club113"
82893,"club103"
82895,"club101"
82896,"club113"
82897,"club102"
82898,"club101"
82899,"club105"
82903,"club102"
82904,"club107"
82906,"club107"
82909,"club108"
82911,"club110"
82912,"club107"
82914,"club108"
82916,"club102"
82919,"club102"
82923,"club110"
82930,"club108"
82931,"club103"
82934,"club113"
82935,"club102"
82938,"club101"
82939,"club107"
82940,"club107"
82942,"club105"
82944,"club103"
82945,"club108"
82946,"club107"
82956,"club105"
82957,"club101"
82958,"club136"
82960,"club101"
82963,"club102"
82964,"club105"
82965,"club107"
82966,"club101"
82968,"club107"
82969,"club105"
82971,"club103"
82974,"club107"
82975,"club107"
82977,"club107"
82978,"club103"
82994,"club133"
83038,"club417"
83055,"club105"
83059,"club115"
83070,"club403"
83094,"club111"
83095,"club111"
83106,"club417"
83127,"club125"
83129,"club125"
83131,"club125"
83132,"club101"
83145,"club105"
83159,"club102"
83163,"club132"
83166,"club103"
83178,"club245"
83189,"club221"
83199,"club115"
83200,"club124"
83201,"club115"
83203,"club115"
83204,"club107"
83205,"club107"
83207,"club124"
83212,"club119"
83213,"club126"
83214,"club115"
83220,"club111"
83223,"club242"
83224,"club221"
83260,"club108"
83266,"club218"
83269,"club109"
83302,"club109"
83319,"club123"
83323,"club115"
83326,"club108"
83327,"club105"
83328,"club107"
83329,"club109"
83331,"club106"
83333,"club108"
83335,"club106"
83336,"club115"
83337,"club115"
83338,"club106"
83339,"club105"
83340,"club115"
83343,"club105"
83346,"club105"
83347,"club111"
83348,"club124"
83356,"club106"
83357,"club103"
83361,"club103"
83369,"club106"
83371,"club103"
83374,"club102"
83376,"club105"
83378,"club105"
83379,"club103"
83380,"club105"
83381,"club107"
83383,"club109"
83385,"club136"
83387,"club136"
83388,"club107"
83389,"club102"
83390,"club107"
83393,"club105"
83394,"club109"
83395,"club109"
83396,"club109"
83397,"club102"
83398,"club102"
83399,"club105"
83400,"club109"
83402,"club109"
83403,"club102"
83404,"club107"
83406,"club103"
83410,"club108"
83411,"club109"
83412,"club103"
83414,"club103"
83416,"club135"
83417,"club102"
83418,"club105"
83419,"club135"
83422,"club107"
83423,"club102"
83424,"club102"
83425,"club106"
83426,"club107"
83427,"club107"
83429,"club103"
83431,"club102"
83433,"club404"
83438,"club206"
83446,"club103"
83456,"club123"
83458,"club604"
83460,"club108"
83470,"club123"
83477,"club103"
83479,"club107"
83481,"club110"
83482,"club101"
83483,"club110"
83485,"club101"
83486,"club101"
83487,"club107"
83488,"club106"
83489,"club103"
83491,"club110"
83492,"club101"
83495,"club105"
83499,"club105"
83502,"club110"
83503,"club107"
83508,"club101"
83509,"club107"
83511,"club110"
83514,"club110"
83515,"club136"
83518,"club105"
83519,"club109"
83520,"club106"
83523,"club105"
83525,"club107"
83527,"club103"
83529,"club102"
83530,"club105"
83531,"club105"
83532,"club110"
83533,"club105"
83534,"club107"
83540,"club110"
83541,"club102"
83542,"club102"
83545,"club101"
83546,"club106"
83547,"club101"
83548,"club105"
83549,"club103"
83550,"club101"
83552,"club107"
83553,"club103"
83554,"club107"
83556,"club105"
83562,"club101"
83564,"club107"
83567,"club110"
83571,"club112"
83572,"club124"
83574,"club102"
83576,"club124"
83578,"club106"
83582,"club103"
83584,"club102"
83586,"club112"
83588,"club106"
83589,"club108"
83590,"club112"
83593,"club105"
83598,"club113"
83616,"club401"
83626,"club115"
83639,"club102"
83640,"club113"
83644,"club108"
83649,"club108"
83652,"club121"
83654,"club121"
83657,"club131"
83659,"club102"
83663,"club101"
83669,"club113"
83670,"club131"
83671,"club131"
83673,"club113"
83677,"club102"
83680,"club108"
83682,"club121"
83683,"club102"
83684,"club131"
83686,"club102"
83691,"club121"
83693,"club102"
83696,"club121"
83697,"club121"
83701,"club110"
83702,"club102"
83705,"club131"
83707,"club131"
83708,"club108"
83709,"club102"
83724,"club105"
83726,"club132"
83728,"club420"
83729,"club107"
83730,"club107"
83739,"club102"
83744,"club417"
83757,"club117"
83765,"club132"
83774,"club133"
83778,"club109"
83795,"club106"
83797,"club134"
83814,"club115"
83815,"club102"
83816,"club109"
83817,"club105"
83819,"club115"
83820,"club102"
83822,"club102"
83827,"club111"
83833,"club106"
83843,"club420"
83848,"club111"
83852,"club111"
83869,"club108"
83873,"club108"
83882,"club219"
83888,"club242"
83906,"club133"
83919,"club245"
83925,"club403"
83939,"club103"
83940,"club106"
83945,"club124"
83947,"club105"
83950,"club103"
83957,"club124"
83959,"club106"
83964,"club125"
83970,"club101"
83971,"club102"
83977,"club111"
83981,"club101"
83983,"club101"
83985,"club102"
83987,"club101"
83993,"club102"
83998,"club125"
84004,"club124"
84007,"club110"
84008,"club212"
84009,"club212"
84014,"club108"
84015,"club110"
84018,"club108"
84019,"club107"
84022,"club119"
84025,"club119"
84027,"club119"
84028,"club119"
84033,"club101"
84034,"club119"
84036,"club119"
84037,"club106"
84038,"club119"
84039,"club108"
84041,"club106"
84042,"club106"
84049,"club604"
84056,"club111"
84057,"club102"
84058,"club111"
84059,"club103"
84063,"club110"
84068,"club103"
84070,"club110"
84073,"club103"
84075,"club202"
84077,"club103"
84079,"club103"
84080,"club102"
84081,"club103"
84082,"club102"
84084,"club110"
84086,"club111"
84087,"club110"
84088,"club103"
84091,"club604"
84092,"club103"
84094,"club111"
84095,"club202"
84096,"club102"
84097,"club103"
84098,"club111"
84101,"club119"
84108,"club103"
84116,"club105"
84126,"club111"
84128,"club102"
84134,"club102"
84136,"club102"
84147,"club119"
84151,"club114"
84152,"club129"
84155,"club117"
84156,"club108"
84160,"club137"
84161,"club108"
84165,"club136"
84169,"club136"
84170,"club137"
84172,"club109"
84175,"club129"
84178,"club108"
84182,"club101"
84184,"club137"
84186,"club108"
84188,"club119"
84189,"club137"
84190,"club114"
84191,"club114"
84199,"club129"
84205,"club137"
84206,"club114"
84209,"club107"
84210,"club114"
84211,"club107"
84212,"club129"
84213,"club117"
84214,"club101"
84216,"club136"
84219,"club137"
84221,"club108"
84223,"club129"
84224,"club114"
84226,"club108"
84228,"club107"
84231,"club109"
84233,"club137"
84241,"club137"
84243,"club136"
84244,"club108"
84250,"club137"
84253,"club413"
84254,"club111"
84255,"club107"
84256,"club107"
84257,"club209"
84258,"club103"
84259,"club107"
84262,"club102"
84263,"club107"
84269,"club209"
84270,"club102"
84272,"club108"
84273,"club107"
84274,"club107"
84275,"club116"
84281,"club116"
84282,"club107"
84283,"club102"
84284,"club107"
84286,"club116"
84287,"club102"
84290,"club105"
84291,"club116"
84292,"club118"
84295,"club209"
84297,"club108"
84299,"club107"
84302,"club111"
84307,"club105"
84310,"club106"
84313,"club106"
84314,"club105"
84315,"club106"
84317,"club106"
84318,"club105"
84319,"club102"
84329,"club245"
84334,"club407"
84335,"club417"
84341,"club106"
84343,"club116"
84344,"club101"
84346,"club106"
84350,"club118"
84354,"club116"
84355,"club118"
84356,"club118"
84357,"club112"
84358,"club121"
84359,"club101"
84360,"club112"
84361,"club118"
84364,"club118"
84366,"club121"
84367,"club106"
84369,"club108"
84371,"club118"
84372,"club112"
84373,"club106"
84374,"club112"
84375,"club228"
84376,"club228"
84380,"club118"
84381,"club121"
84382,"club112"
84383,"club112"
84385,"club112"
84386,"club118"
84387,"club112"
84388,"club112"
84393,"club118"
84396,"club112"
84397,"club112"
84398,"club118"
84400,"club108"
84401,"club112"
84404,"club112"
84406,"club112"
84410,"club112"
84412,"club121"
84413,"club118"
84414,"club118"
84417,"club118"
84418,"club112"
84419,"club108"
84422,"club112"
84423,"club106"
84424,"club108"
84425,"club121"
84426,"club228"
84428,"club116"
84431,"club116"
84436,"club121"
84438,"club112"
84439,"club106"
84442,"club106"
84444,"club121"
84445,"club228"
84448,"club228"
84450,"club108"
84452,"club108"
84455,"club106"
84456,"club121"
84460,"club106"
84461,"club118"
84463,"club112"
84466,"club118"
84468,"club106"
84470,"club108"
84471,"club108"
84473,"club112"
84475,"club112"
84477,"club228"
84479,"club121"
84480,"club121"
84486,"club112"
84487,"club228"
84489,"club228"
84490,"club118"
84491,"club106"
84492,"club106"
84496,"club112"
84498,"club121"
84499,"club108"
84500,"club106"
84502,"club118"
84503,"club108"
84504,"club228"
84505,"club228"
84506,"club118"
84507,"club108"
84508,"club106"
84509,"club118"
84511,"club121"
84512,"club228"
84514,"club106"
84515,"club112"
84516,"club121"
84521,"club118"
84523,"club118"
84524,"club106"
84529,"club118"
84531,"club101"
84532,"club118"
84533,"club118"
84535,"club106"
84537,"club121"
84538,"club106"
84539,"club108"
84540,"club118"
84541,"club112"
84543,"club108"
84545,"club112"
84547,"club112"
84549,"club118"
84550,"club112"
84554,"club118"
84558,"club112"
84562,"club118"
84563,"club108"
84565,"club101"
84566,"club112"
84567,"club108"
84568,"club121"
84569,"club106"
84570,"club118"
84571,"club108"
84572,"club118"
84573,"club108"
84577,"club112"
84578,"club118"
84579,"club112"
84594,"club242"
84614,"club105"
84615,"club106"
84619,"club102"
84622,"club111"
84623,"club101"
84624,"club111"
84625,"club102"
84627,"club102"
84633,"club108"
84636,"club109"
84638,"club101"
